dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_activation,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_activation,spinn_enabled_dynamical_F,solution_u_args_layers_num,dynamical_F_subnet_args_output_dim,solution_u_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_subnet_args_dropout,solution_u_args_dropout,model_id,dynamical_F_subnet_args_layers_num,solution_u_subnet_args_dropout,solution_u_args_activation,dynamical_F_args_activation,solution_u_subnet_args_layers_num,solution_u_subnet_args_output_dim,num_params,dynamical_F_args_hidden_dim,spinn_enabled_solution_u,dynamical_F_args_layers_num,mean_MAE,mean_MAPE,mean_RMSE
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,40.0,-1.0,0.0,0.0,179,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,34326,-1.0,False,-1.0,0.012801421185334469,1.3747967783333335,0.0165700150690109
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,40.0,-1.0,0.0,0.0,205,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,16646,-1.0,False,-1.0,0.011876555159687966,1.2890327766666667,0.016574768062165218
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,20.0,-1.0,0.0,0.0,191,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,5491,-1.0,False,-1.0,0.0116419213203092,1.2641257116666667,0.01665807435299103
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,60.0,-1.0,0.0,0.0,187,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,15386,-1.0,False,-1.0,0.012226114748045748,1.319253675,0.016845792899618833
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,60.0,-1.0,0.0,0.0,189,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,73346,-1.0,False,-1.0,0.012069139163941082,1.3046499166666667,0.0168868468265004
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,145,-1.0,0.0,-1,leaky-relu,2.0,5.0,7455,40.0,True,5.0,0.013108327907199617,1.4066075666666666,0.016954219866079815
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,20.0,-1.0,0.0,0.0,224,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,35206,-1.0,False,-1.0,0.01284106269789235,1.3861476066666667,0.017049526144394533
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,5,3.0,0.0,-1,-1,2.0,5.0,16139,-1.0,True,-1.0,0.012668180279433684,1.36584435,0.017068268625248285
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,20.0,-1.0,0.0,0.0,217,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,3811,-1.0,False,-1.0,0.011920541059225784,1.30278074,0.017250906474225235
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,40.0,-1.0,0.0,0.0,176,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,15846,-1.0,False,-1.0,0.012986422826846401,1.3993470083333335,0.0174922938154301
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,60.0,-1.0,0.0,0.0,188,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,34706,-1.0,False,-1.0,0.012618002326538117,1.363622516666667,0.017533133518113215
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,60.0,-1.0,0.0,0.0,182,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,5831,-1.0,False,-1.0,0.012444052379578302,1.3437033333333332,0.01762841200207903
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,20.0,-1.0,0.0,0.0,190,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,2971,-1.0,False,-1.0,0.012807906294862366,1.3872052666666665,0.017696001098830117
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,40.0,-1.0,0.0,0.0,180,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,72966,-1.0,False,-1.0,0.012661765019098867,1.3649474666666668,0.017754242662553436
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,109,-1.0,0.0,-1,leaky-relu,2.0,5.0,2215,20.0,True,3.0,0.01331394763352965,1.4309923083333331,0.018093861001809517
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,40.0,-1.0,0.0,0.0,172,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,2931,-1.0,False,-1.0,0.013356098594764833,1.4368983999999998,0.018160147220858285
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,20.0,-1.0,0.0,0.0,221,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,16726,-1.0,False,-1.0,0.013380768088002967,1.453154145,0.018241205682663634
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,40.0,-1.0,0.0,0.0,173,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,5451,-1.0,False,-1.0,0.013597204505155433,1.4659756166666666,0.01826015761474025
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,20.0,-1.0,0.0,0.0,165,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,10111,-1.0,False,-1.0,0.013232091752191352,1.4326925499999998,0.01861337738026195
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,40.0,-1.0,0.0,0.0,178,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,15006,-1.0,False,-1.0,0.013976194274922152,1.50663855,0.018944137199142768
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,20.0,-1.0,0.0,0.0,163,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,2551,-1.0,False,-1.0,0.013234056221942065,1.4348246,0.019028439169753882
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,20.0,-1.0,0.0,0.0,168,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,32266,-1.0,False,-1.0,0.013809696305543101,1.4946665933333332,0.01940340799914458
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,20.0,-1.0,0.0,0.0,220,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,8326,-1.0,False,-1.0,0.013421606738120283,1.4717381833333334,0.019584745044955085
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,20.0,-1.0,0.0,0.0,170,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,33946,-1.0,False,-1.0,0.014585992321371965,1.5686025666666668,0.019639133908498
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,40.0,-1.0,0.0,0.0,175,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,7446,-1.0,False,-1.0,0.013666202935079683,1.4723684783333333,0.0197129859821631
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,20.0,-1.0,0.0,0.0,166,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,7066,-1.0,False,-1.0,0.014654998977978983,1.5804032666666668,0.019824815927334916
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,40.0,-1.0,0.0,0.0,177,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,32646,-1.0,False,-1.0,0.014547820358226667,1.5668399333333334,0.019936201015176416
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,20.0,-1.0,0.0,0.0,167,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,15466,-1.0,False,-1.0,0.014787971973419134,1.5926210333333335,0.0200049797017327
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,60.0,-1.0,0.0,0.0,181,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,3311,-1.0,False,-1.0,0.0161119618763526,1.7284372166666666,0.020730205653050834
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,20.0,-1.0,0.0,0.0,171,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,72586,-1.0,False,-1.0,0.015660898604740636,1.6929101,0.020812474031265415
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,118,-1.0,0.0,-1,leaky-relu,2.0,5.0,4175,40.0,True,3.0,0.016752835207929168,1.7926662416666668,0.02084213400460372
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,20.0,-1.0,0.0,0.0,164,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,5071,-1.0,False,-1.0,0.015927804789195418,1.7216868333333333,0.02296572091810213
23.0,leaky-relu,-1.0,-1,True,2.0,15.0,20.0,-1.0,0.0,0.0,169,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,14626,-1.0,False,-1.0,0.018986180890351482,2.051918516666667,0.025315772308014965
-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,13662,-1.0,-1,-1.0,0.02459927524129545,2.647652783333333,0.029663511973072265
23.0,leaky-relu,8.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,7,2.0,0.0,-1,-1,2.0,5.0,15299,-1.0,True,-1.0,0.0242042740962157,2.5909702500000003,0.030541590668911184
